频繁模式：1,2, 支持度为：8259
频繁模式：3,1,5,2,4,6, 支持度为：14
频繁模式：3,1,6,2,4,5, 支持度为：18
频繁模式：3,1,6,2,5,4, 支持度为：16
频繁模式：4,1,6,2,5,3, 支持度为：13
频繁模式：4,1,6,3,5,2, 支持度为：8
频繁模式：4,2,6,3,5,1, 支持度为：11
频繁模式：4,1,5,2,3,6, 支持度为：16
频繁模式：4,1,6,2,3,5, 支持度为：13
频繁模式：5,1,6,2,3,4, 支持度为：18
频繁模式：5,1,6,2,4,3, 支持度为：16
频繁模式：5,1,6,3,4,2, 支持度为：12
频繁模式：5,2,6,3,4,1, 支持度为：17
频繁模式：4,1,5,3,2,6, 支持度为：8
频繁模式：5,1,6,3,2,4, 支持度为：19
频繁模式：5,1,6,4,2,3, 支持度为：11
频繁模式：5,1,6,4,3,2, 支持度为：12
频繁模式：5,2,6,4,3,1, 支持度为：20
频繁模式：4,2,5,3,1,6, 支持度为：11
频繁模式：4,2,6,3,1,5, 支持度为：15
频繁模式：5,2,6,4,1,3, 支持度为：14
频繁模式：5,3,6,4,1,2, 支持度为：21
频繁模式：5,3,6,4,2,1, 支持度为：28
频繁模式：3,2,4,1,5,6, 支持度为：30
频繁模式：3,2,4,1,6,5, 支持度为：18
频繁模式：3,2,5,1,6,4, 支持度为：10
频繁模式：4,2,5,1,6,3, 支持度为：9
频繁模式：4,3,5,1,6,2, 支持度为：8
频繁模式：4,3,5,2,6,1, 支持度为：15
频繁模式：3,2,6,1,4,5, 支持度为：17
频繁模式：3,2,6,1,5,4, 支持度为：16
频繁模式：4,2,6,1,5,3, 支持度为：15
频繁模式：4,3,6,1,5,2, 支持度为：23
频繁模式：4,3,6,2,5,1, 支持度为：19
频繁模式：4,2,5,1,3,6, 支持度为：11
频繁模式：4,2,6,1,3,5, 支持度为：10
频繁模式：5,2,6,1,3,4, 支持度为：15
频繁模式：5,2,6,1,4,3, 支持度为：18
频繁模式：5,3,6,1,4,2, 支持度为：19
频繁模式：5,3,6,2,4,1, 支持度为：16
频繁模式：4,3,5,1,2,6, 支持度为：12
频繁模式：4,3,6,1,2,5, 支持度为：12
频繁模式：5,3,6,1,2,4, 支持度为：18
频繁模式：5,4,6,1,2,3, 支持度为：27
频繁模式：5,4,6,1,3,2, 支持度为：27
频繁模式：5,4,6,2,3,1, 支持度为：46
频繁模式：4,3,5,2,1,6, 支持度为：11
频繁模式：5,3,6,2,1,4, 支持度为：18
频繁模式：5,4,6,2,1,3, 支持度为：24
频繁模式：5,4,6,3,1,2, 支持度为：37
频繁模式：5,4,6,3,2,1, 支持度为：58
频繁模式：3,1,2,4,5,6, 支持度为：50
频繁模式：3,1,2,4,6,5, 支持度为：45
频繁模式：3,1,2,5,6,4, 支持度为：15
频繁模式：4,1,2,5,6,3, 支持度为：15
频繁模式：4,1,3,5,6,2, 支持度为：9
频繁模式：3,1,2,5,4,6, 支持度为：33
频繁模式：3,1,2,6,4,5, 支持度为：12
频繁模式：3,1,2,6,5,4, 支持度为：19
频繁模式：4,1,2,6,5,3, 支持度为：12
频繁模式：4,2,3,6,5,1, 支持度为：14
频繁模式：4,1,2,5,3,6, 支持度为：20
频繁模式：4,1,2,6,3,5, 支持度为：11
频繁模式：5,1,2,6,3,4, 支持度为：8
频繁模式：5,1,2,6,4,3, 支持度为：12
频繁模式：5,1,3,6,4,2, 支持度为：11
频繁模式：5,2,3,6,4,1, 支持度为：11
频繁模式：4,1,3,5,2,6, 支持度为：17
频繁模式：4,1,3,6,2,5, 支持度为：8
频繁模式：5,1,4,6,2,3, 支持度为：8
频繁模式：5,1,4,6,3,2, 支持度为：8
频繁模式：5,2,4,6,3,1, 支持度为：10
频繁模式：4,2,3,5,1,6, 支持度为：14
频繁模式：4,2,3,6,1,5, 支持度为：19
频繁模式：5,2,3,6,1,4, 支持度为：12
频繁模式：5,2,4,6,1,3, 支持度为：14
频繁模式：5,3,4,6,1,2, 支持度为：26
频繁模式：5,3,4,6,2,1, 支持度为：29
频繁模式：4,1,2,3,5,6, 支持度为：30
频繁模式：4,1,2,3,6,5, 支持度为：23
频繁模式：5,1,2,3,6,4, 支持度为：15
频繁模式：5,1,2,4,6,3, 支持度为：16
频繁模式：5,1,3,4,6,2, 支持度为：18
频繁模式：5,2,3,4,6,1, 支持度为：16
频繁模式：5,1,2,3,4,6, 支持度为：22
频繁模式：6,1,2,3,4,5, 支持度为：44
频繁模式：6,1,2,3,5,4, 支持度为：16
频繁模式：6,1,2,4,5,3, 支持度为：21
频繁模式：6,1,3,4,5,2, 支持度为：20
频繁模式：6,2,3,4,5,1, 支持度为：12
频繁模式：5,1,2,4,3,6, 支持度为：20
频繁模式：6,1,2,4,3,5, 支持度为：24
频繁模式：6,1,2,5,4,3, 支持度为：9
频繁模式：6,1,3,5,4,2, 支持度为：14
频繁模式：6,2,3,5,4,1, 支持度为：11
频繁模式：5,1,3,4,2,6, 支持度为：17
频繁模式：6,1,3,4,2,5, 支持度为：20
频繁模式：6,1,3,5,2,4, 支持度为：9
频繁模式：6,1,4,5,2,3, 支持度为：19
频繁模式：6,1,4,5,3,2, 支持度为：14
频繁模式：6,2,4,5,3,1, 支持度为：18
频繁模式：5,2,3,4,1,6, 支持度为：15
频繁模式：6,2,3,4,1,5, 支持度为：13
频繁模式：6,2,3,5,1,4, 支持度为：18
频繁模式：6,2,4,5,1,3, 支持度为：15
频繁模式：6,3,4,5,1,2, 支持度为：25
频繁模式：6,3,4,5,2,1, 支持度为：32
频繁模式：4,1,3,2,5,6, 支持度为：24
频繁模式：4,1,3,2,6,5, 支持度为：17
频繁模式：5,1,3,2,6,4, 支持度为：14
频繁模式：5,1,4,2,6,3, 支持度为：22
频繁模式：5,1,4,3,6,2, 支持度为：10
频繁模式：5,2,4,3,6,1, 支持度为：18
频繁模式：5,1,3,2,4,6, 支持度为：17
频繁模式：6,1,3,2,4,5, 支持度为：30
频繁模式：6,1,3,2,5,4, 支持度为：15
频繁模式：6,1,4,2,5,3, 支持度为：17
频繁模式：6,1,4,3,5,2, 支持度为：18
频繁模式：6,2,4,3,5,1, 支持度为：19
频繁模式：5,1,4,2,3,6, 支持度为：9
频繁模式：6,1,4,2,3,5, 支持度为：14
频繁模式：6,1,5,2,3,4, 支持度为：22
频繁模式：6,1,5,2,4,3, 支持度为：25
频繁模式：6,1,5,3,4,2, 支持度为：22
频繁模式：6,2,5,3,4,1, 支持度为：22
频繁模式：5,1,4,3,2,6, 支持度为：14
频繁模式：6,1,4,3,2,5, 支持度为：22
频繁模式：6,1,5,3,2,4, 支持度为：23
频繁模式：6,1,5,4,2,3, 支持度为：24
频繁模式：6,1,5,4,3,2, 支持度为：18
频繁模式：6,2,5,4,3,1, 支持度为：16
频繁模式：5,2,4,3,1,6, 支持度为：16
频繁模式：6,2,4,3,1,5, 支持度为：17
频繁模式：6,2,5,3,1,4, 支持度为：19
频繁模式：6,2,5,4,1,3, 支持度为：20
频繁模式：6,3,5,4,1,2, 支持度为：38
频繁模式：6,3,5,4,2,1, 支持度为：34
频繁模式：4,2,3,1,5,6, 支持度为：24
频繁模式：4,2,3,1,6,5, 支持度为：9
频繁模式：5,2,3,1,6,4, 支持度为：9
频繁模式：5,2,4,1,6,3, 支持度为：13
频繁模式：5,3,4,1,6,2, 支持度为：12
频繁模式：5,3,4,2,6,1, 支持度为：19
频繁模式：5,2,3,1,4,6, 支持度为：8
频繁模式：6,2,3,1,4,5, 支持度为：20
频繁模式：6,2,3,1,5,4, 支持度为：18
频繁模式：6,2,4,1,5,3, 支持度为：14
频繁模式：6,3,4,1,5,2, 支持度为：13
频繁模式：6,3,4,2,5,1, 支持度为：20
频繁模式：5,2,4,1,3,6, 支持度为：13
频繁模式：6,2,4,1,3,5, 支持度为：15
频繁模式：6,2,5,1,3,4, 支持度为：20
频繁模式：6,2,5,1,4,3, 支持度为：17
频繁模式：6,3,5,1,4,2, 支持度为：13
频繁模式：6,3,5,2,4,1, 支持度为：22
频繁模式：5,3,4,1,2,6, 支持度为：8
频繁模式：6,3,4,1,2,5, 支持度为：14
频繁模式：6,3,5,1,2,4, 支持度为：8
频繁模式：6,4,5,1,2,3, 支持度为：33
频繁模式：6,4,5,1,3,2, 支持度为：28
频繁模式：6,4,5,2,3,1, 支持度为：63
频繁模式：5,3,4,2,1,6, 支持度为：11
频繁模式：6,3,4,2,1,5, 支持度为：24
频繁模式：6,3,5,2,1,4, 支持度为：16
频繁模式：6,4,5,2,1,3, 支持度为：33
频繁模式：6,4,5,3,1,2, 支持度为：66
频繁模式：6,4,5,3,2,1, 支持度为：102
频繁模式：3,2,1,4,5,6, 支持度为：44
频繁模式：3,2,1,4,6,5, 支持度为：34
频繁模式：4,3,2,5,6,1, 支持度为：14
频繁模式：3,2,1,5,4,6, 支持度为：23
频繁模式：3,2,1,6,4,5, 支持度为：20
频繁模式：4,3,2,6,5,1, 支持度为：9
频繁模式：4,2,1,5,3,6, 支持度为：24
频繁模式：4,2,1,6,3,5, 支持度为：8
频繁模式：5,2,1,6,3,4, 支持度为：16
频繁模式：5,3,2,6,4,1, 支持度为：13
频繁模式：4,3,1,5,2,6, 支持度为：13
频繁模式：4,3,1,6,2,5, 支持度为：9
频繁模式：5,3,1,6,2,4, 支持度为：11
频繁模式：5,4,1,6,2,3, 支持度为：11
频繁模式：5,4,1,6,3,2, 支持度为：12
频繁模式：5,4,2,6,3,1, 支持度为：17
频繁模式：4,3,2,5,1,6, 支持度为：11
频繁模式：4,3,2,6,1,5, 支持度为：15
频繁模式：5,3,2,6,1,4, 支持度为：15
频繁模式：5,4,2,6,1,3, 支持度为：11
频繁模式：5,4,3,6,1,2, 支持度为：34
频繁模式：5,4,3,6,2,1, 支持度为：26
频繁模式：4,2,1,3,5,6, 支持度为：27
频繁模式：4,2,1,3,6,5, 支持度为：21
频繁模式：5,2,1,3,6,4, 支持度为：12
频繁模式：5,3,2,4,6,1, 支持度为：13
频繁模式：5,2,1,3,4,6, 支持度为：27
频繁模式：6,2,1,3,4,5, 支持度为：22
频繁模式：6,2,1,3,5,4, 支持度为：23
频繁模式：6,2,1,4,5,3, 支持度为：13
频繁模式：6,3,1,4,5,2, 支持度为：14
频繁模式：6,3,2,4,5,1, 支持度为：23
频繁模式：5,2,1,4,3,6, 支持度为：19
频繁模式：6,2,1,4,3,5, 支持度为：17
频繁模式：6,2,1,5,3,4, 支持度为：16
频繁模式：6,2,1,5,4,3, 支持度为：9
频繁模式：6,3,1,5,4,2, 支持度为：9
频繁模式：6,3,2,5,4,1, 支持度为：20
频繁模式：5,3,1,4,2,6, 支持度为：9
频繁模式：6,3,1,4,2,5, 支持度为：12
频繁模式：6,3,1,5,2,4, 支持度为：10
频繁模式：6,4,1,5,2,3, 支持度为：21
频繁模式：6,4,1,5,3,2, 支持度为：18
频繁模式：6,4,2,5,3,1, 支持度为：17
频繁模式：5,3,2,4,1,6, 支持度为：14
频繁模式：6,3,2,4,1,5, 支持度为：15
频繁模式：6,3,2,5,1,4, 支持度为：12
频繁模式：6,4,2,5,1,3, 支持度为：14
频繁模式：6,4,3,5,1,2, 支持度为：26
频繁模式：6,4,3,5,2,1, 支持度为：36
频繁模式：4,3,1,2,5,6, 支持度为：21
频繁模式：4,3,1,2,6,5, 支持度为：14
频繁模式：5,4,1,2,6,3, 支持度为：11
频繁模式：5,4,1,3,6,2, 支持度为：10
频繁模式：5,4,2,3,6,1, 支持度为：22
频繁模式：5,3,1,2,4,6, 支持度为：16
频繁模式：6,3,1,2,4,5, 支持度为：20
频繁模式：6,3,1,2,5,4, 支持度为：12
频繁模式：6,4,1,2,5,3, 支持度为：14
频繁模式：6,4,1,3,5,2, 支持度为：15
频繁模式：6,4,2,3,5,1, 支持度为：28
频繁模式：5,4,1,2,3,6, 支持度为：20
频繁模式：6,4,1,2,3,5, 支持度为：25
频繁模式：6,5,1,2,3,4, 支持度为：28
频繁模式：6,5,1,2,4,3, 支持度为：21
频繁模式：6,5,1,3,4,2, 支持度为：25
频繁模式：6,5,2,3,4,1, 支持度为：39
频繁模式：5,4,1,3,2,6, 支持度为：24
频繁模式：6,4,1,3,2,5, 支持度为：17
频繁模式：6,5,1,3,2,4, 支持度为：31
频繁模式：6,5,1,4,2,3, 支持度为：22
频繁模式：6,5,1,4,3,2, 支持度为：33
频繁模式：6,5,2,4,3,1, 支持度为：48
频繁模式：5,4,2,3,1,6, 支持度为：12
频繁模式：6,4,2,3,1,5, 支持度为：17
频繁模式：6,5,2,3,1,4, 支持度为：17
频繁模式：6,5,2,4,1,3, 支持度为：29
频繁模式：6,5,3,4,1,2, 支持度为：50
频繁模式：6,5,3,4,2,1, 支持度为：89
频繁模式：4,3,2,1,5,6, 支持度为：13
频繁模式：4,3,2,1,6,5, 支持度为：10
频繁模式：5,3,2,1,6,4, 支持度为：15
频繁模式：5,4,2,1,6,3, 支持度为：21
频繁模式：5,4,3,1,6,2, 支持度为：13
频繁模式：5,4,3,2,6,1, 支持度为：25
频繁模式：5,3,2,1,4,6, 支持度为：14
频繁模式：6,3,2,1,4,5, 支持度为：12
频繁模式：6,3,2,1,5,4, 支持度为：17
频繁模式：6,4,2,1,5,3, 支持度为：11
频繁模式：6,4,3,1,5,2, 支持度为：15
频繁模式：6,4,3,2,5,1, 支持度为：17
频繁模式：5,4,2,1,3,6, 支持度为：26
频繁模式：6,4,2,1,3,5, 支持度为：19
频繁模式：6,5,2,1,3,4, 支持度为：37
频繁模式：6,5,2,1,4,3, 支持度为：19
频繁模式：6,5,3,1,4,2, 支持度为：24
频繁模式：6,5,3,2,4,1, 支持度为：43
频繁模式：5,4,3,1,2,6, 支持度为：13
频繁模式：6,4,3,1,2,5, 支持度为：17
频繁模式：6,5,3,1,2,4, 支持度为：35
频繁模式：6,5,4,1,2,3, 支持度为：58
频繁模式：6,5,4,1,3,2, 支持度为：63
频繁模式：6,5,4,2,3,1, 支持度为：78
频繁模式：5,4,3,2,1,6, 支持度为：18
频繁模式：6,4,3,2,1,5, 支持度为：17
频繁模式：6,5,3,2,1,4, 支持度为：30
频繁模式：6,5,4,2,1,3, 支持度为：63
频繁模式：6,5,4,3,1,2, 支持度为：123
频繁模式：6,5,4,3,2,1, 支持度为：212
频繁模式：1,2,3,4,5,6,7, 支持度为：389
频繁模式：1,2,3,4,5,7,6, 支持度为：91
频繁模式：1,2,3,4,6,7,5, 支持度为：34
频繁模式：1,2,3,5,6,7,4, 支持度为：9
频繁模式：1,2,3,4,6,5,7, 支持度为：85
频繁模式：1,2,3,4,7,5,6, 支持度为：24
频繁模式：1,2,3,4,7,6,5, 支持度为：20
频繁模式：1,2,3,5,7,6,4, 支持度为：17
频繁模式：1,2,3,5,6,4,7, 支持度为：18
频繁模式：1,2,3,5,7,4,6, 支持度为：10
频繁模式：1,2,3,6,7,5,4, 支持度为：14
频繁模式：1,2,4,6,7,5,3, 支持度为：9
频繁模式：1,2,3,5,4,6,7, 支持度为：72
频繁模式：1,2,3,5,4,7,6, 支持度为：30
频繁模式：1,2,3,6,4,7,5, 支持度为：21
频繁模式：1,2,3,6,5,7,4, 支持度为：9
频繁模式：1,2,3,6,4,5,7, 支持度为：20
频繁模式：1,2,3,7,4,5,6, 支持度为：14
频繁模式：1,2,3,7,5,6,4, 支持度为：8
频繁模式：1,2,3,6,5,4,7, 支持度为：10
频繁模式：1,2,3,7,6,5,4, 支持度为：10
频繁模式：1,2,4,5,3,6,7, 支持度为：15
频繁模式：1,2,4,5,3,7,6, 支持度为：9
频繁模式：1,2,4,6,3,5,7, 支持度为：9
频繁模式：3,4,6,7,5,2,1, 支持度为：12
频繁模式：1,2,4,3,5,6,7, 支持度为：74
频繁模式：1,2,4,3,5,7,6, 支持度为：26
频繁模式：1,2,4,3,6,7,5, 支持度为：18
频繁模式：1,2,4,3,6,5,7, 支持度为：30
频繁模式：1,2,4,3,7,5,6, 支持度为：9
频繁模式：1,2,5,4,7,6,3, 支持度为：8
频繁模式：1,2,5,3,6,4,7, 支持度为：15
频繁模式：1,2,5,3,7,4,6, 支持度为：10
频繁模式：1,2,5,3,4,6,7, 支持度为：13
频繁模式：1,2,5,3,4,7,6, 支持度为：10
频繁模式：1,2,6,3,5,4,7, 支持度为：8
频繁模式：3,5,7,6,4,2,1, 支持度为：8
频繁模式：1,3,4,2,5,6,7, 支持度为：17
频繁模式：1,3,4,2,5,7,6, 支持度为：11
频繁模式：3,6,7,5,4,2,1, 支持度为：8
频繁模式：4,6,7,5,2,3,1, 支持度为：8
频繁模式：4,6,7,5,3,1,2, 支持度为：8
频繁模式：4,6,7,5,3,2,1, 支持度为：16
频繁模式：2,3,5,1,4,6,7, 支持度为：9
频繁模式：4,6,7,3,5,2,1, 支持度为：8
频繁模式：5,6,7,1,2,3,4, 支持度为：8
频繁模式：5,6,7,2,4,1,3, 支持度为：9
频繁模式：5,6,7,3,4,1,2, 支持度为：10
频繁模式：5,6,7,3,4,2,1, 支持度为：14
频繁模式：5,6,7,4,1,3,2, 支持度为：11
频繁模式：5,6,7,4,2,3,1, 支持度为：14
频繁模式：5,6,7,4,2,1,3, 支持度为：8
频繁模式：5,6,7,4,3,1,2, 支持度为：9
频繁模式：5,6,7,4,3,2,1, 支持度为：26
频繁模式：1,3,2,4,5,6,7, 支持度为：73
频繁模式：1,3,2,4,5,7,6, 支持度为：29
频繁模式：1,3,2,5,6,7,4, 支持度为：10
频繁模式：1,3,2,4,6,5,7, 支持度为：25
频繁模式：1,3,2,4,7,6,5, 支持度为：9
频繁模式：1,3,2,5,7,6,4, 支持度为：10
频繁模式：1,3,2,5,4,6,7, 支持度为：25
频繁模式：1,3,2,5,4,7,6, 支持度为：20
频繁模式：1,3,2,6,4,7,5, 支持度为：9
频繁模式：1,4,2,5,3,6,7, 支持度为：11
频繁模式：1,4,3,5,2,6,7, 支持度为：8
频繁模式：4,6,5,7,2,3,1, 支持度为：11
频繁模式：4,6,5,7,3,2,1, 支持度为：10
频繁模式：1,4,2,3,5,6,7, 支持度为：12
频繁模式：1,4,2,3,5,7,6, 支持度为：14
频繁模式：1,4,2,3,6,5,7, 支持度为：8
频繁模式：1,7,2,3,4,5,6, 支持度为：8
频繁模式：1,5,2,4,3,6,7, 支持度为：8
频繁模式：4,7,5,6,3,2,1, 支持度为：12
频繁模式：1,4,3,2,5,6,7, 支持度为：10
频繁模式：1,4,3,2,5,7,6, 支持度为：9
频繁模式：3,6,5,4,7,1,2, 支持度为：8
频繁模式：4,7,6,5,2,1,3, 支持度为：12
频繁模式：4,7,6,5,3,1,2, 支持度为：8
频繁模式：4,7,6,5,3,2,1, 支持度为：11
频繁模式：2,4,3,1,5,6,7, 支持度为：10
频繁模式：4,7,6,3,5,2,1, 支持度为：8
频繁模式：5,7,6,2,3,4,1, 支持度为：8
频繁模式：5,7,6,2,4,3,1, 支持度为：8
频繁模式：5,7,6,3,4,1,2, 支持度为：8
频繁模式：5,7,6,3,4,2,1, 支持度为：15
频繁模式：5,7,6,4,1,3,2, 支持度为：9
频繁模式：5,7,6,4,2,3,1, 支持度为：11
频繁模式：5,7,6,4,3,1,2, 支持度为：9
频繁模式：5,7,6,4,3,2,1, 支持度为：27
频繁模式：2,3,1,4,5,6,7, 支持度为：18
频繁模式：2,3,1,4,5,7,6, 支持度为：13
频繁模式：2,3,1,5,6,7,4, 支持度为：9
频繁模式：2,3,1,4,6,5,7, 支持度为：9
频繁模式：2,3,1,6,7,4,5, 支持度为：8
频繁模式：5,6,4,7,3,2,1, 支持度为：9
频繁模式：2,4,1,3,5,6,7, 支持度为：8
频繁模式：2,4,1,3,5,7,6, 支持度为：10
频繁模式：2,7,1,4,3,5,6, 支持度为：8
频繁模式：5,7,4,6,3,1,2, 支持度为：9
频繁模式：5,7,4,6,3,2,1, 支持度为：8
频繁模式：6,7,1,2,3,4,5, 支持度为：8
频繁模式：6,7,3,5,4,1,2, 支持度为：8
频繁模式：6,7,3,5,4,2,1, 支持度为：8
频繁模式：6,7,2,5,1,4,3, 支持度为：8
频繁模式：6,7,4,5,1,2,3, 支持度为：9
频繁模式：6,7,4,5,2,3,1, 支持度为：21
频繁模式：6,7,3,4,2,1,5, 支持度为：8
频繁模式：6,7,4,5,2,1,3, 支持度为：10
频繁模式：6,7,4,5,3,1,2, 支持度为：18
频繁模式：6,7,4,5,3,2,1, 支持度为：32
频繁模式：3,4,2,1,5,6,7, 支持度为：8
频繁模式：5,6,4,3,7,1,2, 支持度为：8
频繁模式：6,7,4,2,3,5,1, 支持度为：8
频繁模式：6,7,5,2,3,4,1, 支持度为：11
频繁模式：6,7,5,2,4,3,1, 支持度为：15
频繁模式：6,7,5,2,4,1,3, 支持度为：8
频繁模式：6,7,5,3,4,1,2, 支持度为：12
频繁模式：6,7,5,3,4,2,1, 支持度为：24
频繁模式：6,7,5,2,1,3,4, 支持度为：9
频繁模式：6,7,5,3,2,4,1, 支持度为：13
频繁模式：6,7,5,3,1,2,4, 支持度为：8
频繁模式：6,7,5,4,1,2,3, 支持度为：10
频繁模式：6,7,5,4,1,3,2, 支持度为：16
频繁模式：6,7,5,4,2,3,1, 支持度为：23
频繁模式：6,7,5,3,2,1,4, 支持度为：10
频繁模式：6,7,5,4,2,1,3, 支持度为：17
频繁模式：6,7,5,4,3,1,2, 支持度为：36
频繁模式：6,7,5,4,3,2,1, 支持度为：56
频繁模式：2,1,3,4,5,6,7, 支持度为：79
频繁模式：2,1,3,4,5,7,6, 支持度为：32
频繁模式：2,1,3,4,6,7,5, 支持度为：11
频繁模式：2,1,3,5,6,7,4, 支持度为：8
频繁模式：2,1,3,4,6,5,7, 支持度为：28
频繁模式：2,1,3,4,7,5,6, 支持度为：15
频繁模式：2,1,3,4,7,6,5, 支持度为：8
频繁模式：2,1,3,5,7,6,4, 支持度为：9
频繁模式：2,1,3,5,7,4,6, 支持度为：8
频繁模式：2,1,4,5,6,3,7, 支持度为：10
频繁模式：2,1,3,5,4,6,7, 支持度为：25
频繁模式：2,1,3,5,4,7,6, 支持度为：12
频繁模式：2,1,3,6,4,7,5, 支持度为：9
频繁模式：2,1,3,6,5,4,7, 支持度为：12
频繁模式：5,4,6,7,2,3,1, 支持度为：10
频繁模式：5,4,6,7,3,2,1, 支持度为：13
频繁模式：2,1,4,3,5,6,7, 支持度为：20
频繁模式：2,1,4,3,5,7,6, 支持度为：14
频繁模式：2,1,4,3,6,5,7, 支持度为：17
频繁模式：2,1,6,3,7,4,5, 支持度为：8
频繁模式：4,3,6,5,7,2,1, 支持度为：10
频繁模式：3,1,4,2,5,6,7, 支持度为：8
频繁模式：6,2,7,4,3,5,1, 支持度为：8
频繁模式：6,3,7,5,4,2,1, 支持度为：9
频繁模式：6,4,7,5,3,1,2, 支持度为：10
频繁模式：6,4,7,5,3,2,1, 支持度为：8
频繁模式：3,2,4,1,5,6,7, 支持度为：8
频繁模式：3,2,4,1,5,7,6, 支持度为：9
频繁模式：6,5,7,1,2,3,4, 支持度为：8
频繁模式：6,5,7,3,4,1,2, 支持度为：9
频繁模式：6,5,7,3,4,2,1, 支持度为：18
频繁模式：6,5,7,4,1,3,2, 支持度为：9
频繁模式：6,5,7,4,2,3,1, 支持度为：9
频繁模式：6,5,7,4,2,1,3, 支持度为：10
频繁模式：6,5,7,4,3,1,2, 支持度为：13
频繁模式：6,5,7,4,3,2,1, 支持度为：23
频繁模式：3,1,2,4,5,6,7, 支持度为：23
频繁模式：3,1,2,4,6,7,5, 支持度为：8
频繁模式：3,1,2,4,6,5,7, 支持度为：17
频繁模式：3,1,2,4,7,5,6, 支持度为：11
频繁模式：3,1,2,5,4,6,7, 支持度为：12
频繁模式：6,4,5,7,3,1,2, 支持度为：10
频繁模式：6,4,5,7,3,2,1, 支持度为：13
频繁模式：4,1,2,3,5,6,7, 支持度为：14
频繁模式：4,1,2,3,6,5,7, 支持度为：9
频繁模式：7,1,2,3,4,5,6, 支持度为：17
频繁模式：7,1,2,3,4,6,5, 支持度为：9
频繁模式：7,2,3,5,6,4,1, 支持度为：8
频繁模式：7,1,2,4,3,5,6, 支持度为：11
频繁模式：7,4,5,6,2,3,1, 支持度为：10
频繁模式：7,4,5,6,3,2,1, 支持度为：8
频繁模式：7,1,3,2,4,5,6, 支持度为：13
频繁模式：7,4,6,5,1,2,3, 支持度为：8
频繁模式：7,4,6,5,2,3,1, 支持度为：13
频繁模式：7,4,6,5,3,2,1, 支持度为：13
频繁模式：4,2,3,1,5,6,7, 支持度为：9
频繁模式：7,5,6,1,2,3,4, 支持度为：11
频繁模式：7,5,6,2,3,1,4, 支持度为：9
频繁模式：7,5,6,3,4,1,2, 支持度为：15
频繁模式：7,5,6,3,4,2,1, 支持度为：21
频繁模式：7,4,5,3,2,6,1, 支持度为：8
频繁模式：7,5,6,4,1,2,3, 支持度为：18
频繁模式：7,5,6,4,1,3,2, 支持度为：16
频繁模式：7,5,6,4,2,3,1, 支持度为：16
频繁模式：7,4,5,3,2,1,6, 支持度为：8
频繁模式：7,5,6,4,2,1,3, 支持度为：13
频繁模式：7,5,6,4,3,1,2, 支持度为：26
频繁模式：7,5,6,4,3,2,1, 支持度为：46
频繁模式：3,2,1,4,5,6,7, 支持度为：21
频繁模式：3,2,1,4,6,5,7, 支持度为：11
频繁模式：6,5,4,7,1,3,2, 支持度为：10
频繁模式：6,5,4,7,2,3,1, 支持度为：12
频繁模式：6,5,4,7,3,2,1, 支持度为：14
频繁模式：4,2,1,3,5,7,6, 支持度为：9
频繁模式：4,2,1,3,6,7,5, 支持度为：9
频繁模式：4,2,1,3,6,5,7, 支持度为：10
频繁模式：5,2,1,3,4,6,7, 支持度为：9
频繁模式：5,2,1,3,4,7,6, 支持度为：8
频繁模式：7,2,1,3,4,5,6, 支持度为：8
频繁模式：7,5,2,6,4,3,1, 支持度为：8
频繁模式：7,5,4,6,2,3,1, 支持度为：11
频繁模式：7,5,4,6,3,1,2, 支持度为：12
频繁模式：7,5,4,6,3,2,1, 支持度为：14
频繁模式：7,6,1,2,3,4,5, 支持度为：9
频繁模式：7,6,3,4,5,2,1, 支持度为：13
频繁模式：7,6,1,3,2,4,5, 支持度为：8
频繁模式：7,6,1,5,4,2,3, 支持度为：8
频繁模式：7,6,2,4,3,1,5, 支持度为：9
频繁模式：7,6,3,5,4,1,2, 支持度为：11
频繁模式：7,6,3,5,4,2,1, 支持度为：13
频繁模式：7,6,4,5,1,2,3, 支持度为：9
频繁模式：7,6,4,5,1,3,2, 支持度为：11
频繁模式：7,6,4,5,2,3,1, 支持度为：18
频繁模式：7,6,4,5,2,1,3, 支持度为：9
频繁模式：7,6,4,5,3,1,2, 支持度为：25
频繁模式：7,6,4,5,3,2,1, 支持度为：37
频繁模式：5,4,2,1,3,6,7, 支持度为：9
频繁模式：7,6,2,1,3,4,5, 支持度为：8
频繁模式：7,6,4,3,5,2,1, 支持度为：22
频繁模式：7,6,3,1,2,4,5, 支持度为：8
频繁模式：7,6,4,1,2,3,5, 支持度为：9
频繁模式：7,6,5,1,2,3,4, 支持度为：11
频繁模式：7,6,5,1,2,4,3, 支持度为：9
频繁模式：7,6,5,1,3,4,2, 支持度为：8
频繁模式：7,6,5,2,3,4,1, 支持度为：12
频繁模式：7,6,5,1,3,2,4, 支持度为：15
频繁模式：7,6,5,1,4,2,3, 支持度为：10
频繁模式：7,6,5,1,4,3,2, 支持度为：13
频繁模式：7,6,5,2,4,3,1, 支持度为：14
频繁模式：7,6,4,2,3,1,5, 支持度为：8
频繁模式：7,6,5,2,4,1,3, 支持度为：8
频繁模式：7,6,5,3,4,1,2, 支持度为：18
频繁模式：7,6,5,3,4,2,1, 支持度为：31
频繁模式：6,5,4,3,2,7,1, 支持度为：8
频繁模式：7,6,3,2,1,5,4, 支持度为：8
